year,team_raw,code,iso,confederation,final_position,is_champion,is_runner_up,reached_final,reached_semi,reached_quarter,reached_r16,reached_r32,grp_played,grp_won,grp_drawn,grp_lost,grp_gf,grp_ga,grp_pts,ko_matches,ko_wins,ko_gf,ko_ga,tourn_gf,tourn_ga,squad_size,squad_is_preliminary
1998,Austria,AUT,at,UEFA,23.0,False,False,False,False,False,False,False,3.0,0.0,2.0,1.0,3.0,4.0,2.0,0,0,,,3.0,4.0,22,False
1998,Belgium,BEL,be,UEFA,19.0,False,False,False,False,False,False,False,3.0,0.0,3.0,0.0,3.0,3.0,3.0,0,0,,,3.0,3.0,22,False
1998,Brazil,BRA,br,CONMEBOL,2.0,False,True,True,True,True,True,True,3.0,2.0,0.0,1.0,6.0,3.0,6.0,4,3,8.0,7.0,14.0,10.0,22,False
1998,Bulgaria,BUL,bg,UEFA,27.0,False,False,False,False,False,False,False,3.0,0.0,1.0,2.0,1.0,7.0,1.0,0,0,,,1.0,7.0,22,False
1998,Cameroon,CMR,cm,CAF,31.0,False,False,False,False,False,False,False,3.0,0.0,2.0,1.0,2.0,5.0,2.0,0,0,,,2.0,5.0,22,False
1998,Chile,CHI,cl,CONMEBOL,16.0,False,False,False,False,False,True,True,3.0,0.0,3.0,0.0,4.0,4.0,3.0,1,0,1.0,4.0,5.0,8.0,22,False
1998,Colombia,COL,co,CONMEBOL,21.0,False,False,False,False,False,False,False,3.0,1.0,0.0,2.0,1.0,3.0,3.0,0,0,,,1.0,3.0,22,False
1998,Croatia,CRO,hr,UEFA,3.0,False,False,False,True,True,True,True,3.0,2.0,0.0,1.0,4.0,2.0,6.0,4,3,7.0,3.0,11.0,5.0,22,False
1998,Denmark,DEN,dk,UEFA,7.0,False,False,False,False,True,True,True,3.0,1.0,1.0,1.0,3.0,3.0,4.0,2,1,6.0,4.0,9.0,7.0,22,False
1998,England,ENG,gb-eng,UEFA,9.0,False,False,False,False,False,True,True,3.0,2.0,0.0,1.0,5.0,2.0,6.0,1,0,2.0,2.0,7.0,4.0,22,False
1998,FR Yugoslavia,YUG,rs,UEFA,13.0,False,False,False,False,False,True,True,3.0,2.0,1.0,0.0,4.0,2.0,7.0,1,0,1.0,2.0,5.0,4.0,22,False
1998,France,FRA,fr,UEFA,1.0,True,False,True,True,True,True,True,3.0,3.0,0.0,0.0,9.0,1.0,9.0,4,4,6.0,1.0,15.0,2.0,22,False
1998,Germany,GER,de,UEFA,8.0,False,False,False,False,True,True,True,3.0,2.0,1.0,0.0,6.0,2.0,7.0,2,1,2.0,4.0,8.0,6.0,22,False
1998,Iran,IRN,ir,AFC,20.0,False,False,False,False,False,False,False,3.0,1.0,0.0,2.0,2.0,4.0,3.0,0,0,,,2.0,4.0,22,False
1998,Italy,ITA,it,UEFA,5.0,False,False,False,False,True,True,True,3.0,2.0,1.0,0.0,7.0,3.0,7.0,2,1,1.0,0.0,8.0,3.0,22,False
1998,Jamaica,JAM,jm,Concacaf,22.0,False,False,False,False,False,False,False,3.0,1.0,0.0,2.0,3.0,9.0,3.0,0,0,,,3.0,9.0,22,False
1998,Japan,JPN,jp,AFC,32.0,False,False,False,False,False,False,False,3.0,0.0,0.0,3.0,1.0,4.0,0.0,0,0,,,1.0,4.0,22,False
1998,Mexico,MEX,mx,Concacaf,12.0,False,False,False,False,False,True,True,3.0,1.0,2.0,0.0,7.0,5.0,5.0,1,0,1.0,2.0,8.0,7.0,22,False
1998,Morocco,MAR,ma,CAF,18.0,False,False,False,False,False,False,False,3.0,1.0,1.0,1.0,5.0,5.0,4.0,0,0,,,5.0,5.0,22,False
1998,Netherlands,NED,nl,UEFA,4.0,False,False,False,True,True,True,True,3.0,1.0,2.0,0.0,7.0,2.0,5.0,4,2,6.0,5.0,13.0,7.0,22,False
1998,Nigeria,NGA,ng,CAF,14.0,False,False,False,False,False,True,True,3.0,2.0,0.0,1.0,5.0,5.0,6.0,1,0,1.0,4.0,6.0,9.0,22,False
1998,Norway,NOR,no,UEFA,11.0,False,False,False,False,False,True,True,3.0,1.0,2.0,0.0,5.0,4.0,5.0,1,0,0.0,1.0,5.0,5.0,22,False
1998,Paraguay,PAR,py,CONMEBOL,15.0,False,False,False,False,False,True,True,3.0,1.0,2.0,0.0,3.0,1.0,5.0,1,0,0.0,1.0,3.0,2.0,22,False
1998,Romania,ROU,ro,UEFA,10.0,False,False,False,False,False,True,True,3.0,2.0,1.0,0.0,4.0,2.0,7.0,1,0,0.0,1.0,4.0,3.0,22,False
1998,Saudi Arabia,KSA,sa,AFC,28.0,False,False,False,False,False,False,False,3.0,0.0,1.0,2.0,2.0,7.0,1.0,0,0,,,2.0,7.0,22,False
1998,Scotland,SCO,gb-sct,UEFA,25.0,False,False,False,False,False,False,False,3.0,0.0,1.0,2.0,2.0,6.0,1.0,0,0,,,2.0,6.0,22,False
1998,South Africa,RSA,za,CAF,24.0,False,False,False,False,False,False,False,3.0,0.0,2.0,1.0,3.0,6.0,2.0,0,0,,,3.0,6.0,23,False
1998,South Korea,KOR,kr,AFC,30.0,False,False,False,False,False,False,False,3.0,0.0,1.0,2.0,2.0,9.0,1.0,0,0,,,2.0,9.0,22,False
1998,Spain,ESP,es,UEFA,17.0,False,False,False,False,False,False,False,3.0,1.0,1.0,1.0,8.0,4.0,4.0,0,0,,,8.0,4.0,22,False
1998,Tunisia,TUN,tn,CAF,26.0,False,False,False,False,False,False,False,3.0,0.0,1.0,2.0,1.0,4.0,1.0,0,0,,,1.0,4.0,22,False
1998,United States,USA,us,Concacaf,29.0,False,False,False,False,False,False,False,3.0,0.0,0.0,3.0,1.0,5.0,0.0,0,0,,,1.0,5.0,22,False
2002,Argentina,ARG,ar,CONMEBOL,17.0,False,False,False,False,False,False,False,3.0,1.0,1.0,1.0,2.0,2.0,4.0,0,0,,,2.0,2.0,23,False
2002,Belgium,BEL,be,UEFA,13.0,False,False,False,False,False,True,True,3.0,1.0,2.0,0.0,6.0,5.0,5.0,1,0,0.0,2.0,6.0,7.0,23,False
2002,Brazil,BRA,br,CONMEBOL,1.0,True,False,True,True,True,True,True,3.0,3.0,0.0,0.0,11.0,3.0,9.0,4,4,7.0,1.0,18.0,4.0,23,False
2002,Cameroon,CMR,cm,CAF,21.0,False,False,False,False,False,False,False,3.0,1.0,1.0,1.0,2.0,3.0,4.0,0,0,,,2.0,3.0,23,False
2002,China PR,CHN,cn,AFC,31.0,False,False,False,False,False,False,False,3.0,0.0,0.0,3.0,0.0,9.0,0.0,0,0,,,0.0,9.0,23,False
2002,Costa Rica,CRC,cr,Concacaf,18.0,False,False,False,False,False,False,False,3.0,1.0,1.0,1.0,5.0,6.0,4.0,0,0,,,5.0,6.0,23,False
2002,Croatia,CRO,hr,UEFA,23.0,False,False,False,False,False,False,False,3.0,1.0,0.0,2.0,2.0,3.0,3.0,0,0,,,2.0,3.0,23,False
2002,Denmark,DEN,dk,UEFA,16.0,False,False,False,False,False,True,True,3.0,2.0,1.0,0.0,5.0,2.0,7.0,1,0,0.0,3.0,5.0,5.0,23,False
2002,Ecuador,ECU,ec,CONMEBOL,24.0,False,False,False,False,False,False,False,3.0,1.0,0.0,2.0,2.0,4.0,3.0,0,0,,,2.0,4.0,23,False
2002,England,ENG,gb-eng,UEFA,6.0,False,False,False,False,True,True,True,3.0,1.0,2.0,0.0,2.0,1.0,5.0,2,1,4.0,2.0,6.0,3.0,23,False
2002,France,FRA,fr,UEFA,27.0,False,False,False,False,False,False,False,3.0,0.0,1.0,2.0,0.0,3.0,1.0,0,0,,,0.0,3.0,23,False
2002,Germany,GER,de,UEFA,2.0,False,True,True,True,True,True,True,3.0,2.0,1.0,0.0,11.0,1.0,7.0,4,3,3.0,2.0,14.0,3.0,23,False
2002,Italy,ITA,it,UEFA,14.0,False,False,False,False,False,True,True,3.0,1.0,1.0,1.0,4.0,3.0,4.0,1,0,1.0,2.0,5.0,5.0,23,False
2002,Japan,JPN,jp,AFC,9.0,False,False,False,False,False,True,True,3.0,2.0,1.0,0.0,5.0,2.0,7.0,1,0,0.0,1.0,5.0,3.0,23,False
2002,Mexico,MEX,mx,Concacaf,10.0,False,False,False,False,False,True,True,3.0,2.0,1.0,0.0,4.0,2.0,7.0,1,0,0.0,2.0,4.0,4.0,23,False
2002,Nigeria,NGA,ng,CAF,28.0,False,False,False,False,False,False,False,3.0,0.0,1.0,2.0,1.0,3.0,1.0,0,0,,,1.0,3.0,23,False
2002,Paraguay,PAR,py,CONMEBOL,15.0,False,False,False,False,False,True,True,3.0,1.0,1.0,1.0,6.0,6.0,4.0,1,0,0.0,1.0,6.0,7.0,23,False
2002,Poland,POL,pl,UEFA,26.0,False,False,False,False,False,False,False,3.0,1.0,0.0,2.0,3.0,7.0,3.0,0,0,,,3.0,7.0,23,False
2002,Portugal,POR,pt,UEFA,19.0,False,False,False,False,False,False,False,3.0,1.0,0.0,2.0,6.0,4.0,3.0,0,0,,,6.0,4.0,23,False
2002,Republic of Ireland,IRL,ie,UEFA,11.0,False,False,False,False,False,True,True,3.0,1.0,2.0,0.0,5.0,2.0,5.0,1,0,1.0,1.0,6.0,3.0,23,False
2002,Russia,RUS,ru,UEFA,22.0,False,False,False,False,False,False,False,3.0,1.0,0.0,2.0,4.0,4.0,3.0,0,0,,,4.0,4.0,23,False
2002,Saudi Arabia,KSA,sa,AFC,32.0,False,False,False,False,False,False,False,3.0,0.0,0.0,3.0,0.0,12.0,0.0,0,0,,,0.0,12.0,23,False
2002,Senegal,SEN,sn,CAF,7.0,False,False,False,False,True,True,True,3.0,1.0,2.0,0.0,5.0,4.0,5.0,2,1,2.0,2.0,7.0,6.0,23,False
2002,Slovenia,SVN,si,UEFA,29.0,False,False,False,False,False,False,False,3.0,0.0,0.0,3.0,2.0,7.0,0.0,0,0,,,2.0,7.0,23,False
2002,South Africa,RSA,za,CAF,20.0,False,False,False,False,False,False,False,3.0,1.0,1.0,1.0,5.0,5.0,4.0,0,0,,,5.0,5.0,23,False
2002,South Korea,KOR,kr,AFC,4.0,False,False,False,True,True,True,True,3.0,2.0,1.0,0.0,4.0,1.0,7.0,4,2,4.0,5.0,8.0,6.0,23,False
2002,Spain,ESP,es,UEFA,5.0,False,False,False,False,True,True,True,3.0,3.0,0.0,0.0,9.0,4.0,9.0,2,1,1.0,1.0,10.0,5.0,23,False
2002,Sweden,SWE,se,UEFA,12.0,False,False,False,False,False,True,True,3.0,1.0,2.0,0.0,4.0,3.0,5.0,1,0,1.0,2.0,5.0,5.0,23,False
2002,Tunisia,TUN,tn,CAF,30.0,False,False,False,False,False,False,False,3.0,0.0,1.0,2.0,1.0,5.0,1.0,0,0,,,1.0,5.0,23,False
2002,Turkey,TUR,tr,UEFA,3.0,False,False,False,True,True,True,True,3.0,1.0,1.0,1.0,5.0,3.0,4.0,4,3,5.0,3.0,10.0,6.0,23,False
2002,United States,USA,us,Concacaf,8.0,False,False,False,False,True,True,True,3.0,1.0,1.0,1.0,5.0,6.0,4.0,2,1,2.0,1.0,7.0,7.0,23,False
2002,Uruguay,URU,uy,CONMEBOL,25.0,False,False,False,False,False,False,False,3.0,0.0,2.0,1.0,4.0,5.0,2.0,0,0,,,4.0,5.0,23,False
2006,Angola,ANG,ao,CAF,23.0,False,False,False,False,False,False,False,3.0,0.0,2.0,1.0,1.0,2.0,2.0,0,0,,,1.0,2.0,23,False
2006,Argentina,ARG,ar,CONMEBOL,6.0,False,False,False,False,True,True,True,3.0,2.0,1.0,0.0,8.0,1.0,7.0,2,1,3.0,2.0,11.0,3.0,23,False
2006,Australia,AUS,au,AFC,15.0,False,False,False,False,False,True,True,3.0,1.0,1.0,1.0,5.0,5.0,4.0,1,0,0.0,1.0,5.0,6.0,23,False
2006,Brazil,BRA,br,CONMEBOL,5.0,False,False,False,False,True,True,True,3.0,3.0,0.0,0.0,7.0,1.0,9.0,2,1,3.0,1.0,10.0,2.0,23,False
2006,Costa Rica,CRC,cr,Concacaf,30.0,False,False,False,False,False,False,False,3.0,0.0,0.0,3.0,3.0,9.0,0.0,0,0,,,3.0,9.0,23,False
2006,Croatia,CRO,hr,UEFA,22.0,False,False,False,False,False,False,False,3.0,0.0,2.0,1.0,2.0,3.0,2.0,0,0,,,2.0,3.0,23,False
2006,Czech Republic,CZE,cz,UEFA,20.0,False,False,False,False,False,False,False,3.0,1.0,0.0,2.0,3.0,4.0,3.0,0,0,,,3.0,4.0,23,False
2006,Ecuador,ECU,ec,CONMEBOL,12.0,False,False,False,False,False,True,True,3.0,2.0,0.0,1.0,5.0,3.0,6.0,1,0,0.0,1.0,5.0,4.0,23,False
2006,England,ENG,gb-eng,UEFA,8.0,False,False,False,False,True,True,True,3.0,2.0,1.0,0.0,5.0,2.0,7.0,2,1,1.0,0.0,6.0,2.0,23,False
2006,France,FRA,fr,UEFA,2.0,False,True,True,True,True,True,True,3.0,1.0,2.0,0.0,3.0,1.0,5.0,4,3,6.0,2.0,9.0,3.0,23,False
2006,Germany,GER,de,UEFA,3.0,False,False,False,True,True,True,True,3.0,3.0,0.0,0.0,8.0,2.0,9.0,4,3,6.0,4.0,14.0,6.0,23,False
2006,Ghana,GHA,gh,CAF,13.0,False,False,False,False,False,True,True,3.0,2.0,0.0,1.0,4.0,3.0,6.0,1,0,0.0,3.0,4.0,6.0,23,False
2006,Iran,IRN,ir,AFC,27.0,False,False,False,False,False,False,False,3.0,0.0,1.0,2.0,2.0,6.0,1.0,0,0,,,2.0,6.0,23,False
2006,Italy,ITA,it,UEFA,1.0,True,False,True,True,True,True,True,3.0,2.0,1.0,0.0,5.0,1.0,7.0,4,4,7.0,1.0,12.0,2.0,23,False
2006,Ivory Coast,CIV,ci,CAF,19.0,False,False,False,False,False,False,False,3.0,1.0,0.0,2.0,5.0,6.0,3.0,0,0,,,5.0,6.0,23,False
2006,Japan,JPN,jp,AFC,26.0,False,False,False,False,False,False,False,3.0,0.0,1.0,2.0,2.0,7.0,1.0,0,0,,,2.0,7.0,23,False
2006,Mexico,MEX,mx,Concacaf,16.0,False,False,False,False,False,True,True,3.0,1.0,1.0,1.0,4.0,3.0,4.0,1,0,1.0,2.0,5.0,5.0,23,False
2006,Netherlands,NED,nl,UEFA,10.0,False,False,False,False,False,True,True,3.0,2.0,1.0,0.0,3.0,1.0,7.0,1,0,0.0,1.0,3.0,2.0,23,False
2006,Paraguay,PAR,py,CONMEBOL,18.0,False,False,False,False,False,False,False,3.0,1.0,0.0,2.0,2.0,2.0,3.0,0,0,,,2.0,2.0,23,False
2006,Poland,POL,pl,UEFA,21.0,False,False,False,False,False,False,False,3.0,1.0,0.0,2.0,2.0,4.0,3.0,0,0,,,2.0,4.0,23,False
2006,Portugal,POR,pt,UEFA,4.0,False,False,False,True,True,True,True,3.0,3.0,0.0,0.0,5.0,1.0,9.0,4,2,2.0,4.0,7.0,5.0,23,False
2006,Saudi Arabia,KSA,sa,AFC,29.0,False,False,False,False,False,False,False,3.0,0.0,1.0,2.0,2.0,7.0,1.0,0,0,,,2.0,7.0,23,False
2006,Serbia and Montenegro,SCG,rs,UEFA,31.0,False,False,False,False,False,False,False,3.0,0.0,0.0,3.0,2.0,10.0,0.0,0,0,,,2.0,10.0,23,False
2006,South Korea,KOR,kr,AFC,17.0,False,False,False,False,False,False,False,3.0,1.0,1.0,1.0,3.0,4.0,4.0,0,0,,,3.0,4.0,23,False
2006,Spain,ESP,es,UEFA,9.0,False,False,False,False,False,True,True,3.0,3.0,0.0,0.0,8.0,1.0,9.0,1,0,1.0,3.0,9.0,4.0,23,False
2006,Sweden,SWE,se,UEFA,14.0,False,False,False,False,False,True,True,3.0,1.0,2.0,0.0,3.0,2.0,5.0,1,0,0.0,2.0,3.0,4.0,23,False
2006,Switzerland,SUI,ch,UEFA,11.0,False,False,False,False,False,True,True,3.0,2.0,1.0,0.0,4.0,0.0,7.0,1,0,0.0,0.0,4.0,0.0,23,False
2006,Togo,TOG,tg,CAF,32.0,False,False,False,False,False,False,False,3.0,0.0,0.0,3.0,1.0,6.0,0.0,0,0,,,1.0,6.0,23,False
2006,Trinidad and Tobago,TRI,tt,Concacaf,28.0,False,False,False,False,False,False,False,3.0,0.0,1.0,2.0,0.0,4.0,1.0,0,0,,,0.0,4.0,23,False
2006,Tunisia,TUN,tn,CAF,24.0,False,False,False,False,False,False,False,3.0,0.0,1.0,2.0,3.0,6.0,1.0,0,0,,,3.0,6.0,23,False
2006,Ukraine,UKR,ua,UEFA,7.0,False,False,False,False,True,True,True,3.0,2.0,0.0,1.0,5.0,4.0,6.0,2,1,0.0,3.0,5.0,7.0,23,False
2006,United States,USA,us,Concacaf,25.0,False,False,False,False,False,False,False,3.0,0.0,1.0,2.0,2.0,6.0,1.0,0,0,,,2.0,6.0,23,False
2010,Algeria,ALG,dz,CAF,29.0,False,False,False,False,False,False,False,3.0,0.0,1.0,2.0,0.0,2.0,1.0,0,0,,,0.0,2.0,23,False
2010,Argentina,ARG,ar,CONMEBOL,5.0,False,False,False,False,True,True,True,3.0,3.0,0.0,0.0,7.0,1.0,9.0,2,1,3.0,5.0,10.0,6.0,23,False
2010,Australia,AUS,au,AFC,21.0,False,False,False,False,False,False,False,3.0,1.0,1.0,1.0,3.0,6.0,4.0,0,0,,,3.0,6.0,23,False
2010,Brazil,BRA,br,CONMEBOL,6.0,False,False,False,False,True,True,True,3.0,2.0,1.0,0.0,5.0,2.0,7.0,2,1,4.0,2.0,9.0,4.0,23,False
2010,Cameroon,CMR,cm,CAF,31.0,False,False,False,False,False,False,False,3.0,0.0,0.0,3.0,2.0,5.0,0.0,0,0,,,2.0,5.0,23,False
2010,Chile,CHI,cl,CONMEBOL,10.0,False,False,False,False,False,True,True,3.0,2.0,0.0,1.0,3.0,2.0,6.0,1,0,0.0,3.0,3.0,5.0,23,False
2010,Denmark,DEN,dk,UEFA,24.0,False,False,False,False,False,False,False,3.0,1.0,0.0,2.0,3.0,6.0,3.0,0,0,,,3.0,6.0,23,False
2010,England,ENG,gb-eng,UEFA,13.0,False,False,False,False,False,True,True,3.0,1.0,2.0,0.0,2.0,1.0,5.0,1,0,1.0,4.0,3.0,5.0,23,False
2010,France,FRA,fr,UEFA,27.0,False,False,False,False,False,False,False,3.0,0.0,1.0,2.0,1.0,4.0,1.0,0,0,,,1.0,4.0,23,False
2010,Germany,GER,de,UEFA,3.0,False,False,False,True,True,True,True,3.0,2.0,0.0,1.0,5.0,1.0,6.0,4,3,11.0,4.0,16.0,5.0,23,False
2010,Ghana,GHA,gh,CAF,7.0,False,False,False,False,True,True,True,3.0,1.0,1.0,1.0,2.0,2.0,4.0,2,1,3.0,2.0,5.0,4.0,23,False
2010,Greece,GRE,gr,UEFA,25.0,False,False,False,False,False,False,False,3.0,1.0,0.0,2.0,2.0,5.0,3.0,0,0,,,2.0,5.0,23,False
2010,Honduras,HON,hn,Concacaf,30.0,False,False,False,False,False,False,False,3.0,0.0,1.0,2.0,0.0,3.0,1.0,0,0,,,0.0,3.0,23,False
2010,Italy,ITA,it,UEFA,26.0,False,False,False,False,False,False,False,3.0,0.0,2.0,1.0,4.0,5.0,2.0,0,0,,,4.0,5.0,23,False
2010,Ivory Coast,CIV,ci,CAF,17.0,False,False,False,False,False,False,False,3.0,1.0,1.0,1.0,4.0,3.0,4.0,0,0,,,4.0,3.0,23,False
2010,Japan,JPN,jp,AFC,9.0,False,False,False,False,False,True,True,3.0,2.0,0.0,1.0,4.0,2.0,6.0,1,0,0.0,0.0,4.0,2.0,23,False
2010,Mexico,MEX,mx,Concacaf,14.0,False,False,False,False,False,True,True,3.0,1.0,1.0,1.0,3.0,2.0,4.0,1,0,1.0,3.0,4.0,5.0,23,False
2010,Netherlands,NED,nl,UEFA,2.0,False,True,True,True,True,True,True,3.0,3.0,0.0,0.0,5.0,1.0,9.0,4,3,7.0,5.0,12.0,6.0,23,False
2010,New Zealand,NZL,nz,OFC,22.0,False,False,False,False,False,False,False,3.0,0.0,3.0,0.0,2.0,2.0,3.0,0,0,,,2.0,2.0,23,False
2010,Nigeria,NGA,ng,CAF,28.0,False,False,False,False,False,False,False,3.0,0.0,1.0,2.0,3.0,5.0,1.0,0,0,,,3.0,5.0,23,False
2010,North Korea,PRK,kp,AFC,32.0,False,False,False,False,False,False,False,3.0,0.0,0.0,3.0,1.0,12.0,0.0,0,0,,,1.0,12.0,23,False
2010,Paraguay,PAR,py,CONMEBOL,8.0,False,False,False,False,True,True,True,3.0,1.0,2.0,0.0,3.0,1.0,5.0,2,1,0.0,1.0,3.0,2.0,23,False
2010,Portugal,POR,pt,UEFA,11.0,False,False,False,False,False,True,True,3.0,1.0,2.0,0.0,7.0,0.0,5.0,1,0,0.0,1.0,7.0,1.0,23,False
2010,Serbia,SRB,rs,UEFA,23.0,False,False,False,False,False,False,False,3.0,1.0,0.0,2.0,2.0,3.0,3.0,0,0,,,2.0,3.0,23,False
2010,Slovakia,SVK,sk,UEFA,16.0,False,False,False,False,False,True,True,3.0,1.0,1.0,1.0,4.0,5.0,4.0,1,0,1.0,2.0,5.0,7.0,23,False
2010,Slovenia,SVN,si,UEFA,18.0,False,False,False,False,False,False,False,3.0,1.0,1.0,1.0,3.0,3.0,4.0,0,0,,,3.0,3.0,23,False
2010,South Africa,RSA,za,CAF,20.0,False,False,False,False,False,False,False,3.0,1.0,1.0,1.0,3.0,5.0,4.0,0,0,,,3.0,5.0,23,False
2010,South Korea,KOR,kr,AFC,15.0,False,False,False,False,False,True,True,3.0,1.0,1.0,1.0,5.0,6.0,4.0,1,0,1.0,2.0,6.0,8.0,23,False
2010,Spain,ESP,es,UEFA,1.0,True,False,True,True,True,True,True,3.0,2.0,0.0,1.0,4.0,2.0,6.0,4,4,4.0,0.0,8.0,2.0,23,False
2010,Switzerland,SUI,ch,UEFA,19.0,False,False,False,False,False,False,False,3.0,1.0,1.0,1.0,1.0,1.0,4.0,0,0,,,1.0,1.0,23,False
2010,United States,USA,us,Concacaf,12.0,False,False,False,False,False,True,True,3.0,1.0,2.0,0.0,4.0,3.0,5.0,1,0,1.0,2.0,5.0,5.0,23,False
2010,Uruguay,URU,uy,CONMEBOL,4.0,False,False,False,True,True,True,True,3.0,2.0,1.0,0.0,4.0,0.0,7.0,4,2,7.0,8.0,11.0,8.0,23,False
2014,Algeria,ALG,dz,CAF,12.0,False,False,False,False,False,True,True,3.0,1.0,1.0,1.0,7.0,6.0,4.0,1,0,1.0,2.0,8.0,8.0,23,False
2014,Argentina,ARG,ar,CONMEBOL,2.0,False,True,True,True,True,True,True,3.0,3.0,0.0,0.0,6.0,3.0,9.0,4,3,2.0,1.0,8.0,4.0,23,False
2014,Australia,AUS,au,AFC,30.0,False,False,False,False,False,False,False,3.0,0.0,0.0,3.0,3.0,9.0,0.0,0,0,,,3.0,9.0,23,False
2014,Belgium,BEL,be,UEFA,6.0,False,False,False,False,True,True,True,3.0,3.0,0.0,0.0,4.0,1.0,9.0,2,1,2.0,2.0,6.0,3.0,23,False
